title,year,doi,url,status,discovered_by
Large language model-empowered next-generation computer-aided engineering,2026,10.1016/j.cma.2025.118591,https://doi.org/10.1016/j.cma.2025.118591,citation_neighbor_not_screened,citation-graph.json
Large language models for automatic equation discovery of nonlinear dynamics,2024,10.1063/5.0224297,https://doi.org/10.1063/5.0224297,citation_neighbor_not_screened,citation-graph.json
"Large language models in intelligent manufacturing and mechanical engineering: a review of robotics, fault diagnosis, design, and engineering knowledge workflows",2026,10.1007/s10845-026-02927-y,https://doi.org/10.1007/s10845-026-02927-y,citation_neighbor_not_screened,citation-graph.json
LCM: Lossless Context Management,2026,10.48550/arxiv.2605.04050,https://doi.org/10.48550/arxiv.2605.04050,citation_neighbor_not_screened,citation-graph.json
LEDD: Large Language Model-Empowered Data Discovery in Data Lakes,2025,10.48550/arxiv.2502.15182,https://doi.org/10.48550/arxiv.2502.15182,priority_reading_not_fulltext_validated,search-6.json
Leveraging Large Language Models for Dataset Discovery,2025,10.1002/pra2.1242,https://doi.org/10.1002/pra2.1242,candidate_not_fully_reviewed,search-6.json
LLM integration into Physics Informed Neural Networks,2026,10.1109/iisec69317.2026.11418428,https://doi.org/10.1109/iisec69317.2026.11418428,citation_neighbor_not_screened,citation-graph.json
LLM4Log: A Systematic Review of Large Language Model-based Log Analysis,2026,10.48550/arxiv.2604.16359,https://doi.org/10.48550/arxiv.2604.16359,candidate_not_fully_reviewed,search-10.json
LLMs as designers of physics-constrained neural networks for constitutive modeling: a demonstration on hyperelastic solids,2026,10.1007/s44379-026-00073-z,https://doi.org/10.1007/s44379-026-00073-z,citation_neighbor_not_screened,citation-graph.json
Machine Learning Classification and Reduction of CAD Parts for Rapid Design-to-Simulation,2023,10.2172/2431848,https://doi.org/10.2172/2431848,citation_neighbor_not_screened,citation-graph.json
"MechAgents: Large language model multi-agent collaborations can solve mechanics problems, generate new data, and integrate knowledge",2024,10.1016/j.eml.2024.102131,https://doi.org/10.1016/j.eml.2024.102131,priority_reading_not_fulltext_validated,citation-graph.json
Mechanical-Design-Oriented Description Language: MODEL.,1994,10.1299/kikaic.60.715,https://doi.org/10.1299/kikaic.60.715,excluded_off_topic_title_screen,search-3.json
"MechGPT, a Language-Based Strategy for Mechanics and Materials Modeling That Connects Knowledge Across Scales, Disciplines, and Modalities",2024,10.1115/1.4063843,https://doi.org/10.1115/1.4063843,priority_reading_not_fulltext_validated,citation-graph.json
MechRAG: a multimodal large language model for mechanical engineering,2025,10.1038/s44172-025-00517-z,https://doi.org/10.1038/s44172-025-00517-z,priority_reading_not_fulltext_validated,search-3.json;citation-graph.json
"MedRLM: Recursive Multimodal Health Intelligence for Long-Context Clinical Reasoning, Sensor-Guided Screening, Evidence-Grounded Decision Support, and Community-to-Tertiary Referral Optimization",2026,10.48550/arxiv.2606.20164,https://doi.org/10.48550/arxiv.2606.20164,citation_neighbor_not_screened,citation-graph.json
Membox: Weaving Topic Continuity into Long-Range Memory for LLM Agents,2026,10.48550/arxiv.2601.03785,https://doi.org/10.48550/arxiv.2601.03785,candidate_not_fully_reviewed,search-9.json
MemGPT: Towards LLMs as Operating Systems,2023,10.48550/arxiv.2310.08560,https://doi.org/10.48550/arxiv.2310.08560,priority_reading_not_fulltext_validated,search-11.json
MemMachine: A Ground-Truth-Preserving Memory System for Personalized AI Agents,2026,10.48550/arxiv.2604.04853,https://doi.org/10.48550/arxiv.2604.04853,candidate_not_fully_reviewed,search-9.json
Memory in the LLM Era: Modular Architectures and Strategies in a Unified Framework,2026,10.48550/arxiv.2604.01707,https://doi.org/10.48550/arxiv.2604.01707,candidate_not_fully_reviewed,search-9.json
MemSyco-Bench: Benchmarking Sycophancy in Agent Memory,2026,10.48550/arxiv.2607.01071,https://doi.org/10.48550/arxiv.2607.01071,candidate_not_fully_reviewed,search-9.json
MemVLN: Episodic and Procedural Memory for Vision-and-Language Navigation,2026,10.48550/arxiv.2607.23504,https://doi.org/10.48550/arxiv.2607.23504,candidate_not_fully_reviewed,search-1.json
Modular Large Language Model Agents for Multi-Task Computational Materials Science,2025,10.26434/chemrxiv-2025-zkn81,https://doi.org/10.26434/chemrxiv-2025-zkn81,candidate_not_fully_reviewed,search-4.json
Modular Large Language Model Agents for Multi-Task Computational Materials Science,2025,10.26434/chemrxiv-2025-zkn81-v2,https://doi.org/10.26434/chemrxiv-2025-zkn81-v2,priority_reading_not_fulltext_validated,search-4.json
Multi-Agent Computer Use,2026,10.48550/arxiv.2606.01533,https://doi.org/10.48550/arxiv.2606.01533,citation_neighbor_not_screened,citation-graph.json
Multi-Field Tool Retrieval,2026,10.48550/arxiv.2602.05366,https://doi.org/10.48550/arxiv.2602.05366,priority_reading_not_fulltext_validated,search-1.json;citation-graph.json
Multi-view Convolutional Neural Networks for 3D Shape Recognition,2015,10.1109/iccv.2015.114,https://doi.org/10.1109/iccv.2015.114,citation_neighbor_not_screened,citation-graph.json
Multi-view expressive graph neural networks for 3D CAD model classification,2023,10.1016/j.compind.2023.103993,https://doi.org/10.1016/j.compind.2023.103993,citation_neighbor_not_screened,citation-graph.json
Neural Procedural Memory: Empowering LLM Agents with Implicit Activation Steering,2026,10.48550/arxiv.2606.29824,https://doi.org/10.48550/arxiv.2606.29824,candidate_not_fully_reviewed,search-1.json
"Non-intrusive, transferable model for coupled turbulent channel-porous media flow based upon neural networks",2024,10.1063/5.0189632,https://doi.org/10.1063/5.0189632,citation_neighbor_not_screened,citation-graph.json
Novelty Adaptation Through Hybrid Large Language Model (LLM)-Symbolic Planning and LLM-guided Reinforcement Learning,2026,10.48550/arxiv.2603.11351,https://doi.org/10.48550/arxiv.2603.11351,candidate_not_fully_reviewed,search-8.json
Ontology engineering&amp;ndash;based large language model revolution in chemical research paradigms,2025,10.1360/csb-2025-5792,https://doi.org/10.1360/csb-2025-5792,citation_neighbor_not_screened,citation-graph.json
"OpenFOAMGPT 2.0: End-to-end, trustworthy automation for computational fluid dynamics",2026,10.1016/j.ijheatfluidflow.2026.110399,https://doi.org/10.1016/j.ijheatfluidflow.2026.110399,citation_neighbor_not_screened,citation-graph.json
OpenFOAMGPT: a RAG-Augmented LLM Agent for OpenFOAM-Based Computational Fluid Dynamics,2025,10.48550/arxiv.2501.06327,https://doi.org/10.48550/arxiv.2501.06327,citation_neighbor_not_screened,citation-graph.json
OpenFOAMGPT: A retrieval-augmented large language model (LLM) agent for OpenFOAM-based computational fluid dynamics,2025,10.1063/5.0257555,https://doi.org/10.1063/5.0257555,priority_reading_not_fulltext_validated,search-2.json;citation-graph.json
Opportunities of Large Language Models in the Development of Organic Electrosynthesis,2025,10.1021/acselectrochem.5c00377,https://doi.org/10.1021/acselectrochem.5c00377,citation_neighbor_not_screened,citation-graph.json
OPTIAGENT: A Physics-Driven Agentic Framework for Automated Optical Design,2026,10.48550/arxiv.2602.23761,https://doi.org/10.48550/arxiv.2602.23761,priority_reading_not_fulltext_validated,search-8.json
Optimizing Collaboration of Large Language Model-Based Agents for Finite Element Analysis,2024,10.2139/ssrn.4972059,https://doi.org/10.2139/ssrn.4972059,candidate_not_fully_reviewed,search-2.json
OptoChat: a large language model with retrieval augmented generation for optics,2026,10.1088/2515-7647/ae7491,https://doi.org/10.1088/2515-7647/ae7491,candidate_not_fully_reviewed,search-8.json
OSIRIS: Bridging Analog Circuit Design and Machine Learning with Scalable Dataset Generation,2026,10.48550/arxiv.2601.19439,https://doi.org/10.48550/arxiv.2601.19439,candidate_not_fully_reviewed,search-5.json
Physics-informed machine learning approach for augmenting turbulence models: A comprehensive framework,2018,10.1103/physrevfluids.3.074602,https://doi.org/10.1103/physrevfluids.3.074602,citation_neighbor_not_screened,citation-graph.json
PM-Bench: Evaluating Prospective Memory in LLM Agents,2026,10.48550/arxiv.2607.12385,https://doi.org/10.48550/arxiv.2607.12385,citation_neighbor_not_screened,citation-graph.json
Polymer-Agent: Large Language Model Agent for Polymer Design,2026,10.48550/arxiv.2601.16376,https://doi.org/10.48550/arxiv.2601.16376,candidate_not_fully_reviewed,search-4.json
Predictive large-eddy-simulation wall modeling via physics-informed neural networks,2019,10.1103/physrevfluids.4.034602,https://doi.org/10.1103/physrevfluids.4.034602,citation_neighbor_not_screened,citation-graph.json
PrincipiaBlastFoam: A Knowledge-Driven Multi-Agent Framework for Physically Consistent Reasoning in Explosive Flow Field Simulations,2026,10.2139/ssrn.6298861,https://doi.org/10.2139/ssrn.6298861,citation_neighbor_not_screened,citation-graph.json
ProbeScale: Probing Analysis to Optimize Neural Scaling Laws for Efficient Small Language Model Inference,2026,10.48550/arxiv.2606.01806,https://doi.org/10.48550/arxiv.2606.01806,excluded_off_topic_title_screen,search-10.json
Re-ViLM: Retrieval-Augmented Visual Language Model for Zero and Few-Shot Image Captioning,2023,10.18653/v1/2023.findings-emnlp.793,https://doi.org/10.18653/v1/2023.findings-emnlp.793,citation_neighbor_not_screened,citation-graph.json
Recent Advances in Natural Language Processing via Large Pre-trained Language Models: A Survey,2023,10.1145/3605943,https://doi.org/10.1145/3605943,citation_neighbor_not_screened,citation-graph.json
Recursive Agent Harnesses,2026,10.48550/arxiv.2606.13643,https://doi.org/10.48550/arxiv.2606.13643,citation_neighbor_not_screened,citation-graph.json
Recursive Language Models,2025,10.48550/arxiv.2512.24601,https://doi.org/10.48550/arxiv.2512.24601,priority_reading_not_fulltext_validated,search-0.json;citation-graph.json
Recursive language models for jailbreak detection: a procedural defense for tool-augmented agents,2026,10.48550/arxiv.2602.16520,https://doi.org/10.48550/arxiv.2602.16520,candidate_not_fully_reviewed,search-0.json
Recursive Language Models Meet Uncertainty: The Surprising Effectiveness of Self-Reflective Program Search for Long Context,2026,10.48550/arxiv.2603.15653,https://doi.org/10.48550/arxiv.2603.15653,citation_neighbor_not_screened,citation-graph.json
Report for NSF Workshop on AI for Electronic Design Automation,2026,10.48550/arxiv.2601.14541,https://doi.org/10.48550/arxiv.2601.14541,candidate_not_fully_reviewed,search-5.json
RESOURCE2SKILL: Distilling Executable Agent Skills from Human-Created Multimodal Resources,2026,10.48550/arxiv.2606.29538,https://doi.org/10.48550/arxiv.2606.29538,candidate_not_fully_reviewed,search-1.json
Retention Consequence in Lifecycle Memory Control,2026,10.48550/arxiv.2604.16774,https://doi.org/10.48550/arxiv.2604.16774,candidate_not_fully_reviewed,search-9.json
Rethinking Scientific Modeling: Toward Physically Consistent and Simulation-Executable Programmatic Generation,2026,10.1145/3770855.3818987,https://doi.org/10.1145/3770855.3818987,citation_neighbor_not_screened,citation-graph.json
Rethinking Scientific Modeling: Toward Physically Consistent and Simulation-Executable Programmatic Generation,2026,10.48550/arxiv.2602.07083,https://doi.org/10.48550/arxiv.2602.07083,citation_neighbor_not_screened,citation-graph.json
Retrieval Augmented Classification for Long-Tail Visual Recognition,2022,10.1109/cvpr52688.2022.00683,https://doi.org/10.1109/cvpr52688.2022.00683,citation_neighbor_not_screened,citation-graph.json
Reynolds averaged turbulence modelling using deep neural networks with embedded invariance,2016,10.1017/jfm.2016.615,https://doi.org/10.1017/jfm.2016.615,citation_neighbor_not_screened,citation-graph.json
RLM-Extended: Deterministic and Local-Model Inference for Recursive Language Models,2026,10.5281/zenodo.18317149,https://doi.org/10.5281/zenodo.18317149,candidate_not_fully_reviewed,search-0.json
RLM-Extended: Deterministic and Local-Model Inference for Recursive Language Models,2026,10.5281/zenodo.18317150,https://doi.org/10.5281/zenodo.18317150,candidate_not_fully_reviewed,search-0.json
RLMOpt: Adaptive Prompt Optimization via Recursive Language Models,2026,10.48550/arxiv.2608.10471,https://doi.org/10.48550/arxiv.2608.10471,candidate_not_fully_reviewed,search-0.json
ROMA: Recursive Open Meta-Agent Framework for Long-Horizon Multi-Agent Systems,2026,10.48550/arxiv.2602.01848,https://doi.org/10.48550/arxiv.2602.01848,citation_neighbor_not_screened,citation-graph.json
Rule based modeling for planning axisymmetrical deep-drawing,1986,10.1016/0378-3804(86)90059-8,https://doi.org/10.1016/0378-3804(86)90059-8,citation_neighbor_not_screened,citation-graph.json
Scientific Agent Skills: A Library of Procedural Knowledge for Research Agents,2026,10.48550/arxiv.2609.00065,https://doi.org/10.48550/arxiv.2609.00065,priority_reading_not_fulltext_validated,search-11.json
Scientific workflow in experimental economics,2026,10.1098/rsta.2024.0606,https://doi.org/10.1098/rsta.2024.0606,candidate_not_fully_reviewed,search-6.json
Selection of cutting tools and conditions of machining operations using an expert system,2000,10.1016/s0166-3615(99)00051-2,https://doi.org/10.1016/s0166-3615(99)00051-2,citation_neighbor_not_screened,citation-graph.json
Self-Blinding and Counterfactual Self-Simulation Mitigate Biases and Sycophancy in Large Language Models,2026,10.48550/arxiv.2601.14553,https://doi.org/10.48550/arxiv.2601.14553,citation_neighbor_not_screened,citation-graph.json
Self-Refining Topology Optimization via an LLM-Based Multi-Agent Framework,2026,10.2139/ssrn.7162224,https://doi.org/10.2139/ssrn.7162224,citation_neighbor_not_screened,citation-graph.json
SelfMem: Self-Optimizing Memory for AI Agents,2026,10.48550/arxiv.2607.03726,https://doi.org/10.48550/arxiv.2607.03726,candidate_not_fully_reviewed,search-9.json
Sentence-BERT: Sentence Embeddings using Siamese BERT-Networks,2019,10.18653/v1/d19-1410,https://doi.org/10.18653/v1/d19-1410,citation_neighbor_not_screened,citation-graph.json
Simple Text Detoxification by Identifying a Linear Toxic Subspace in Language Model Embeddings,2021,10.48550/arxiv.2112.08346,https://doi.org/10.48550/arxiv.2112.08346,excluded_off_topic_title_screen,search-10.json
SimpleMem: Efficient Lifelong Memory for LLM Agents,2026,10.48550/arxiv.2601.02553,https://doi.org/10.48550/arxiv.2601.02553,candidate_not_fully_reviewed,search-9.json
Skill Retrieval Augmentation for Agentic AI,2026,10.48550/arxiv.2604.24594,https://doi.org/10.48550/arxiv.2604.24594,priority_reading_not_fulltext_validated,citation-graph.json
SkillComposer: Learning to Evolve Agent Skills for Specification and Generalization,2026,10.48550/arxiv.2606.06079,https://doi.org/10.48550/arxiv.2606.06079,candidate_not_fully_reviewed,search-1.json
Spatial and spectral characteristics of information flux between turbulent boundary layers and porous media,2022,10.1017/jfm.2022.770,https://doi.org/10.1017/jfm.2022.770,citation_neighbor_not_screened,citation-graph.json
Spatial Data Discovery Using Small Language Model,2024,10.1109/ic2pct60090.2024.10486799,https://doi.org/10.1109/ic2pct60090.2024.10486799,candidate_not_fully_reviewed,search-6.json
STAR: Steelmaking Task-Aware Routing for Multi-Agent LLM Expert Systems,2026,10.3390/electronics15040720,https://doi.org/10.3390/electronics15040720,citation_neighbor_not_screened,citation-graph.json
State Representation and Termination for Recursive Reasoning Systems,2026,10.48550/arxiv.2605.06690,https://doi.org/10.48550/arxiv.2605.06690,citation_neighbor_not_screened,citation-graph.json
Supervising Ralph Wiggum: Exploring a Metacognitive Co-Regulation Agentic AI Loop for Engineering Design,2026,10.48550/arxiv.2603.24768,https://doi.org/10.48550/arxiv.2603.24768,citation_neighbor_not_screened,citation-graph.json
TABERTA: A Language Model for Dataset Discovery,2026,10.13016/m29g6o-ctfm,https://doi.org/10.13016/m29g6o-ctfm,candidate_not_fully_reviewed,search-6.json
Temporal Preference Concepts and their Functions in a Large Language Model,2026,10.48550/arxiv.2606.05194,https://doi.org/10.48550/arxiv.2606.05194,excluded_off_topic_title_screen,search-10.json
Ten questions concerning Large Language Models (LLMs) for building applications,2026,10.1016/j.buildenv.2026.114260,https://doi.org/10.1016/j.buildenv.2026.114260,citation_neighbor_not_screened,citation-graph.json
THE HUMAN-AUTOMATED RECURSIVE LOGIC LOOP (HARL),2026,10.5281/zenodo.18161329,https://doi.org/10.5281/zenodo.18161329,citation_neighbor_not_screened,citation-graph.json
THE HUMAN-AUTOMATED RECURSIVE LOGIC LOOP (HARL),2026,10.5281/zenodo.18161330,https://doi.org/10.5281/zenodo.18161330,citation_neighbor_not_screened,citation-graph.json
The interfacial modes and modal causality in a dispersed bubbly turbulent flow,2023,10.1063/5.0159886,https://doi.org/10.1063/5.0159886,citation_neighbor_not_screened,citation-graph.json
The transformative potential of machine learning for experiments in fluid mechanics,2023,10.1038/s42254-023-00622-y,https://doi.org/10.1038/s42254-023-00622-y,citation_neighbor_not_screened,citation-graph.json
"Think, But Don't Overthink: Reproducing Recursive Language Models",2026,10.48550/arxiv.2603.02615,https://doi.org/10.48550/arxiv.2603.02615,priority_reading_not_fulltext_validated,search-0.json
TimeRLM: Recursive Language Models Enable Precise Anomaly Localization in Long-Context Time-Series,2026,10.48550/arxiv.2608.03391,https://doi.org/10.48550/arxiv.2608.03391,candidate_not_fully_reviewed,search-0.json
ToolLLM: Facilitating Large Language Models to Master 16000+ Real-world APIs,2023,10.48550/arxiv.2307.16789,https://doi.org/10.48550/arxiv.2307.16789,priority_reading_not_fulltext_validated,search-11.json
"Toward an ion-based large-scale integrated circuit: design, simulation, and integration",2025,10.1038/s44172-025-00511-5,https://doi.org/10.1038/s44172-025-00511-5,candidate_not_fully_reviewed,search-5.json
Toward discretization-consistent closure schemes for large eddy simulation using reinforcement learning,2023,10.1063/5.0176223,https://doi.org/10.1063/5.0176223,citation_neighbor_not_screened,citation-graph.json
Toward Formalizing LLM-Based Agent Designs through Structural Context Modeling and Semantic Dynamics Analysis,2026,10.48550/arxiv.2602.08276,https://doi.org/10.48550/arxiv.2602.08276,citation_neighbor_not_screened,citation-graph.json
Towards a personalized AI assistant to learn machine learning,2024,10.1038/s42256-024-00953-0,https://doi.org/10.1038/s42256-024-00953-0,citation_neighbor_not_screened,citation-graph.json
Towards intelligent safety assessment under blast loading: A large language model-powered multi-agent framework,2026,10.1016/j.ress.2026.112560,https://doi.org/10.1016/j.ress.2026.112560,citation_neighbor_not_screened,citation-graph.json
Tracking Capabilities for Safer Agents,2026,10.48550/arxiv.2603.00991,https://doi.org/10.48550/arxiv.2603.00991,citation_neighbor_not_screened,citation-graph.json
Training microrobots to swim by a large language model,2024,10.21203/rs.3.rs-3853112/v1,https://doi.org/10.21203/rs.3.rs-3853112/v1,citation_neighbor_not_screened,citation-graph.json
Transforming Structural Engineering: Examining the Opportunities and Risks of ChatGPT and Other Large Language Models,2023,10.3126/injet.v1i1.60944,https://doi.org/10.3126/injet.v1i1.60944,candidate_not_fully_reviewed,search-7.json
Turbulence Modeling in the Age of Data,2019,10.1146/annurev-fluid-010518-040547,https://doi.org/10.1146/annurev-fluid-010518-040547,citation_neighbor_not_screened,citation-graph.json
Turbulence.ai: an end-to-end AI scientist for fluid mechanics,2026,10.1016/j.taml.2025.100620,https://doi.org/10.1016/j.taml.2025.100620,citation_neighbor_not_screened,citation-graph.json
Using GUI Agent for Electronic Design Automation,2025,10.48550/arxiv.2512.11611,https://doi.org/10.48550/arxiv.2512.11611,candidate_not_fully_reviewed,search-5.json
Using large language models for parametric shape optimization,2025,10.1063/5.0273363,https://doi.org/10.1063/5.0273363,citation_neighbor_not_screened,citation-graph.json
VACP: Visual Analytics Context Protocol,2026,10.48550/arxiv.2603.29322,https://doi.org/10.48550/arxiv.2603.29322,citation_neighbor_not_screened,citation-graph.json
VideoAtlas: Navigating Long-Form Video in Logarithmic Compute,2026,10.48550/arxiv.2603.17948,https://doi.org/10.48550/arxiv.2603.17948,citation_neighbor_not_screened,citation-graph.json
Vision Foundation Models for Engineering Document Intelligence and ManufacturingInspection: A Survey,2026,10.21203/rs.3.rs-9528170/v1,https://doi.org/10.21203/rs.3.rs-9528170/v1,citation_neighbor_not_screened,citation-graph.json
VistaRAG: Toward Safe and Trustworthy Autonomous Driving Through Retrieval-Augmented Generation,2024,10.1109/tiv.2024.3396450,https://doi.org/10.1109/tiv.2024.3396450,citation_neighbor_not_screened,citation-graph.json
VizArQA: A Foundation for Visual Question Answering in Architectural Simulation,2026,10.1115/1.4071865,https://doi.org/10.1115/1.4071865,citation_neighbor_not_screened,citation-graph.json
Vortex state transitions in deep street canyons enabled by an automated large language model workflow,2026,10.1063/5.0330986,https://doi.org/10.1063/5.0330986,citation_neighbor_not_screened,citation-graph.json
Voyager: An Open-Ended Embodied Agent with Large Language Models,2023,10.48550/arxiv.2305.16291,https://doi.org/10.48550/arxiv.2305.16291,priority_reading_not_fulltext_validated,search-11.json
VQA: Visual Question Answering,2015,10.1109/iccv.2015.279,https://doi.org/10.1109/iccv.2015.279,citation_neighbor_not_screened,citation-graph.json
When Agents Remember Too Much: Memory Poisoning Attacks on Large Language Model Agents,2026,10.48550/arxiv.2607.06595,https://doi.org/10.48550/arxiv.2607.06595,candidate_not_fully_reviewed,search-9.json
When collaboration fails: persuasion driven adversarial influence in multi agent large language model debate,2026,10.1038/s41598-026-42705-7,https://doi.org/10.1038/s41598-026-42705-7,candidate_not_fully_reviewed,search-10.json
When Does Belief-Based Agent Memory Help? Reliability-Conditional Updating and Provenance-Capped Poisoning Defense,2026,10.48550/arxiv.2606.22030,https://doi.org/10.48550/arxiv.2606.22030,candidate_not_fully_reviewed,search-9.json
Zero-to-CAD: Agentic Synthesis of Interpretable CAD Programs at Million-Scale Without Real Data,2026,10.48550/arxiv.2604.24479,https://doi.org/10.48550/arxiv.2604.24479,candidate_not_fully_reviewed,search-3.json
“DIVE” into hydrogen storage materials discovery with AI agents,2026,10.1039/d5sc09921h,https://doi.org/10.1039/d5sc09921h,candidate_not_fully_reviewed,search-4.json
